iter	Logloss
0	0.1088561494
1	0.01848027598
2	0.004145135913
3	0.001290109592
4	0.0006076069462
5	0.0003356421173
6	0.0002115241564
7	0.0001843914189
8	0.0001647494468
9	0.0001647494468
10	0.0001539953188
11	0.0001393136979
12	0.0001278806984
13	0.0001278806984
14	0.0001278806984
15	0.0001278806984
16	0.0001278806984
17	0.0001278806984
18	0.0001278806984
19	0.0001278806984
20	0.0001219111341
21	0.0001219111341
22	0.0001219111341
23	0.0001219111341
24	0.0001219111341
25	0.0001219111341
26	0.0001219111341
27	0.0001219111341
28	0.0001219111341
29	0.0001142451178
30	0.0001142451178
31	0.0001142451178
32	0.0001142451178
33	0.0001142451178
34	0.0001142451178
35	0.0001142451178
36	0.0001142451178
37	0.0001142451178
38	0.0001122120992
39	0.0001122120992
40	0.0001122120992
41	0.0001122120992
42	0.0001122120992
43	0.0001107887962
44	0.0001107887962
45	0.0001107887962
46	0.0001107887962
47	0.0001107887962
48	0.0001107887962
49	0.0001107887962
50	0.0001107887962
51	0.0001107887962
52	0.0001107887962
53	0.0001107887962
54	0.0001107887962
55	0.0001091423096
56	0.000107840683
57	0.000107840683
58	0.000107840683
59	0.000107840683
60	0.000107840683
61	0.000107840683
62	0.000107840683
63	0.000107840683
64	0.000107840683
65	0.000107840683
66	0.000107840683
67	0.000107840683
68	0.000107840683
69	0.000107840683
70	0.000107840683
71	0.000107840683
72	0.000107840683
73	0.000107840683
74	0.000107840683
75	0.000107840683
76	0.000107840683
77	0.000107840683
78	0.0001065544472
79	0.0001065544472
80	0.0001065513701
81	0.0001065513701
82	0.0001065513701
83	0.0001065513701
84	0.0001065474795
85	0.0001065474795
86	0.0001065474795
87	0.0001065474795
88	0.0001065474795
89	0.0001065474795
90	0.0001065474795
91	0.0001065474795
92	0.0001065474795
93	0.0001065474795
94	0.0001065474795
95	0.0001065474795
96	0.0001065474795
97	0.0001065474795
98	0.0001065474795
99	0.0001065474795
100	0.0001065474795
101	0.0001065474795
102	0.0001065474795
103	0.0001065474795
104	0.0001065474795
105	0.0001065474795
106	0.0001065474795
107	0.0001065474795
108	0.0001065474795
109	0.0001065474795
110	0.0001065474795
111	0.0001065474795
112	0.0001065474795
113	0.0001065474795
114	0.0001065474795
115	0.0001065474795
116	0.0001065474795
117	0.0001065474795
118	0.0001065474795
119	0.0001065474795
120	0.0001065474795
121	0.0001065474795
122	0.0001065474795
123	0.0001065474795
124	0.0001065474795
125	0.0001065474795
126	0.0001065474795
127	0.0001065474795
128	0.0001065474795
129	0.0001065474795
130	0.0001065474795
131	0.0001065474795
132	0.0001065474795
133	0.0001065474795
134	0.0001065474795
135	0.0001065474795
136	0.0001065474795
137	0.0001065474795
138	0.0001065474795
139	0.0001065474795
140	0.0001065474795
141	0.0001065474795
142	0.0001065474795
143	0.0001065474795
144	0.0001065474795
145	0.0001065474795
146	0.0001065474795
147	0.0001065474795
148	0.0001065474795
149	0.0001065474795
150	0.0001065474795
151	0.0001065474795
152	0.0001065474795
153	0.0001065474795
154	0.0001065474795
155	0.0001065474795
156	0.0001065474795
157	0.0001065474795
158	0.0001065474795
159	0.0001065474795
160	0.0001065474795
161	0.0001065474795
162	0.0001065474795
163	0.0001065474795
164	0.0001065474795
165	0.0001065474795
166	0.0001065474795
167	0.0001065474795
168	0.0001065474795
169	0.0001065474795
170	0.0001065474795
171	0.0001065474795
172	0.0001065474795
173	0.0001065474795
174	0.0001065474795
175	0.0001065474795
176	0.0001065474795
177	0.0001065474795
178	0.0001065474795
179	0.0001065474795
180	0.0001065474795
181	0.0001065474795
182	0.0001065474795
183	0.0001065474795
184	0.0001065474795
185	0.0001065474795
186	0.0001065474795
187	0.0001065474795
188	0.0001065474795
189	0.0001065474795
190	0.0001065474795
191	0.0001065474795
192	0.0001065474795
193	0.0001065474795
194	0.0001065474795
195	0.0001065474795
196	0.0001065474795
197	0.0001065474795
198	0.0001065474795
199	0.0001065474795
200	0.0001065474795
201	0.0001065474795
202	0.0001065474795
203	0.0001065474795
204	0.0001065474795
205	0.0001065474795
206	0.0001065474795
207	0.0001065474795
208	0.0001065474795
209	0.0001065474795
210	0.0001065474795
211	0.0001065474795
212	0.0001065474795
213	0.0001065474795
214	0.0001065474795
215	0.0001065474795
216	0.0001065474795
217	0.0001065474795
218	0.0001065474795
219	0.0001065474795
220	0.0001065474795
221	0.0001065474795
222	0.0001065474795
223	0.0001065474795
224	0.0001065474795
225	0.0001065474795
226	0.0001065474795
227	0.0001065474795
228	0.0001065474795
229	0.0001065474795
230	0.0001065474795
231	0.0001065474795
232	0.0001065474795
233	0.0001065474795
234	0.0001065474795
235	0.0001065474795
236	0.0001065474795
237	0.0001065474795
238	0.0001065474795
239	0.0001065474795
240	0.0001065474795
241	0.0001065474795
242	0.0001065474795
243	0.0001065474795
244	0.0001065474795
245	0.0001065474795
246	0.0001065474795
247	0.0001065474795
248	0.0001065474795
249	0.0001065474795
250	0.0001065474795
251	0.0001065474795
252	0.0001065474795
253	0.0001065474795
254	0.0001065474795
255	0.0001065474795
256	0.0001065474795
257	0.0001065474795
258	0.0001065474795
259	0.0001065474795
260	0.0001065474795
261	0.0001065474795
262	0.0001065474795
263	0.0001065474795
264	0.0001065474795
265	0.0001065474795
266	0.0001065474795
267	0.0001065474795
268	0.0001065474795
269	0.0001065474795
270	0.0001065474795
271	0.0001065474795
272	0.0001065474795
273	0.0001065474795
274	0.0001065474795
275	0.0001065474795
276	0.0001065474795
277	0.0001065474795
278	0.0001065474795
279	0.0001065474795
280	0.0001065474795
281	0.0001065474795
282	0.0001065474795
283	0.0001065474795
284	0.0001065474795
285	0.0001065474795
286	0.0001065474795
287	0.0001065474795
288	0.0001065474795
289	0.0001065474795
290	0.0001065474795
291	0.0001065474795
292	0.0001065474795
293	0.0001065474795
294	0.0001065474795
295	0.0001065474795
296	0.0001065474795
297	0.0001065474795
298	0.0001065474795
299	0.0001065474795
300	0.0001065474795
301	0.0001065474795
302	0.0001065474795
303	0.0001065474795
304	0.0001065474795
305	0.0001065474795
306	0.0001065474795
307	0.0001065474795
308	0.0001065474795
309	0.0001065474795
310	0.0001065474795
311	0.0001065474795
312	0.0001065474795
313	0.0001065474795
314	0.0001065474795
315	0.0001065474795
316	0.0001065474795
317	0.0001065474795
318	0.0001065474795
319	0.0001065474795
320	0.0001065474795
321	0.0001065474795
322	0.0001065474795
323	0.0001065474795
324	0.0001065474795
325	0.0001065474795
326	0.0001065474795
327	0.0001065474795
328	0.0001065474795
329	0.0001065474795
330	0.0001065474795
331	0.0001065474795
332	0.0001065474795
333	0.0001065474795
334	0.0001065474795
335	0.0001065474795
336	0.0001065474795
337	0.0001065474795
338	0.0001065474795
339	0.0001065474795
340	0.0001065474795
341	0.0001065474795
342	0.0001065474795
343	0.0001065474795
344	0.0001065474795
345	0.0001065474795
346	0.0001065474795
347	0.0001065474795
348	0.0001065474795
349	0.0001065474795
350	0.0001065474795
351	0.0001065474795
352	0.0001065474795
353	0.0001065474795
354	0.0001065474795
355	0.0001065474795
356	0.0001065474795
357	0.0001065474795
358	0.0001065474795
359	0.0001065474795
360	0.0001065474795
361	0.0001065474795
362	0.0001065474795
363	0.0001065474795
364	0.0001065474795
365	0.0001065474795
366	0.0001065474795
367	0.0001065474795
368	0.0001065474795
369	0.0001065474795
370	0.0001065474795
371	0.0001065474795
372	0.0001065474795
373	0.0001065474795
374	0.0001065474795
375	0.0001065474795
376	0.0001065474795
377	0.0001065474795
378	0.0001065474795
379	0.0001065474795
380	0.0001065474795
381	0.0001065474795
382	0.0001065474795
383	0.0001065474795
384	0.0001065474795
385	0.0001065474795
386	0.0001065474795
387	0.0001065474795
388	0.0001065474795
389	0.0001065474795
390	0.0001065474795
391	0.0001065474795
392	0.0001065474795
393	0.0001065474795
394	0.0001065474795
